title,year,rating,genre,synopsis,sinopse_limpa,Cluster,sinopse_melhorada,sinopse_melhorada_limpa
Harakiri,1962,8.6,"Drama, Mistério","Um velho samurai ronin chega à casa de um senhor feudal e pede um lugar honroso para cometer suicídio. Mas quando o ronin pede um samurai mais jovem que chegou antes, os eventos seguem um curso inesperado.",velh samur ronin cheg cas senh feud ped lug honr comet suicidi ronin ped samur jov cheg ant event segu curs inesper,Cluster 1,"Um velho samurai rōnin chega à casa de um senhor feudal, pedindo um local digno para cometer seppuku; sua calma e solicitude ocultam uma determinação que desestabiliza os rígidos rituais do clã. Ao exigir que o mesmo tratamento dado a um jovem samurai—cuja tentativa anterior terminou em humilhação—seja-lhe concedido, desencadeia-se uma série de flashbacks e confrontos que revelam segredos dolorosos, injustiças e a hipocrisia do código do bushidō. Dirigido por Masaki Kobayashi, o filme usa imagem austera e atuações intensas para transformar um gesto individual em incisiva crítica social e moral ao sistema feudal.",velh samur ronin cheg cas senh feud ped local dign comet seppuku calm solicitud ocult determinaca desestabiliz rig rit cla exig trat dad jov samuraicuj tent anteri termin humilhacaosejalh conced desencadeias seri flashback confront revel segred dolor injus hipocris codig bush dirig masak kobayash film usa imag aust atuaco intens transform gest individ incis crit soc moral sistem feud
O Grande Truque,2006,8.5,"Drama, Ficção científica, Mistério, Suspense","Depois de um trágico acidente, dois magos do palco se engajam em uma batalha para criar a ilusão final enquanto sacrificam tudo o que têm para enganar um ao outro.",trag acid doi mag palc engaj batalh cri ilusa final enquant sacrific tud engan outr,Cluster 2,"Após um trágico acidente, dois magos rivais — interpretados por Hugh Jackman e Christian Bale — mergulham numa obsessiva batalha para criar ""o grande truque"", levando-se a extremos que sacrificam família, ética e sanidade para superar o outro; dirigido por Christopher Nolan e baseado no romance de Christopher Priest, o filme explora em ambientação vitoriana o custo humano da ambição, mistura de ilusionismo e ciência com a presença de Nikola Tesla (David Bowie) e um elenco que inclui Michael Caine, Scarlett Johansson e Rebecca Hall, num thriller que desafia a percepção sobre verdade, engano e o preço do sucesso.",apo trag acid doi mag rival interpret hugh jackman christian bal mergulh obsess batalh cri grand truqu levandos extr sacrific famil etic sanidad super outr dirig christoph nolan base romanc christoph priest film expl ambientaca vitori cust human ambica mist ilusion cienc presenc nikol tesl david bowi elenc inclu michael cain scarlett johansson rebecc hall thrill desaf percepca sobr verdad engan prec sucess
A Outra História Americana,1998,8.5,Drama,Um neonazista tenta evitar que seu irmão mais novo tome o mesmo caminho errado que ele.,neonaz tent evit irma nov tom caminh err,Cluster 1,"Após cumprir pena por crimes racistas que o transformaram em líder neonazista, Derek Vinyard (Edward Norton) sai da prisão decidido a impedir que seu irmão mais novo, Danny (Edward Furlong), repita os mesmos erros; em uma narrativa intensa construída por flashbacks, o filme acompanha a jornada de Derek entre culpa, aprendizado e tentativa de redenção, enquanto confronta a violência, o ódio e as forças sociais que moldaram sua radicalização. Dirigido por Tony Kaye e escrito por David McKenna, A Outra História Americana é um drama moral incisivo, celebrado pelas atuações e pelo debate sobre racismo, família e consequências.",apo cumpr pen crim racist transform lid neonaz derek vinyard edward norton sai prisa decid imped irma nov danny edward furlong repit mesm err narr intens constru flashback film acompanh jorn derek culp aprend tent redenca enquant confront violenc odi forc soc mold radicalizaca dirig tony kay escrit david mckenn outr hist americ dram moral incis celebr atuaco debat sobr rac famil consequenc
O Profissional,1994,8.5,"Ação, Drama, Suspense","Mathilda, uma menina de 12 anos é levada por Léon, um assassino profissional, depois que sua família é assassinada. Léon e Mathilda formam uma relação incomum, desde que ela se torna sua protegida.",mathild menin 12 ano lev leon assassin profiss famil assassin leon mathild form relaca incomum desd torn proteg,Cluster 2,"Dirigido por Luc Besson, O Profissional acompanha Léon (Jean Reno), um assassino solitário em Nova York, que salva e acolhe Mathilda (Natalie Portman), uma garota de 12 anos cuja família foi brutalmente assassinada pelo corrupto agente Stansfield (Gary Oldman). Ao tornarem-se protetor e protegida, desenvolvem uma relação complexa de aprendizado, amizade e dependência: ela exige vingança e aprende o ofício, ele redescobre humanidade e sacrifício. O filme explora temas de inocência perdida, lealdade e redenção em meio à violência.",dirig luc besson profiss acompanh leon jean ren assassin solitari nov york salv acolh mathild natali portman garot 12 ano cuj famil brut assassin corrupt agent stansfield gary oldman tornarems prote proteg desenvolv relaca complex aprend amizad dependenc exig vinganc aprend ofici redescobr human sacrifici film expl tem inocenc perd lealdad redenca mei violenc
Homem-Aranha: Através do Aranhaverso,2023,8.5,"Ação, Animação, Aventura, Família, Fantasia","Viajando pelo multiverso, Miles Morales conhece um novo time de Pessoas-Aranha, formado por heróis de diversas dimensões. Mas quando os heróis entram em conflito sobre como lidar com uma nova ameaça, Miles se vê em um impasse.",viaj multivers mil moral conhec nov tim pessoasaranh form heroil divers dimenso heroil entr conflit sobr lid nov ameac mil ve imp,Cluster 5,"Viajando pelo multiverso, Miles Morales reencontra Gwen Stacy e é apresentado à imponente Spider-Society liderada por Miguel O'Hara (Spider-Man 2099), um coletivo de Pessoas-Aranha de dimensões distintas que patrulha as linhas do tempo; quando surge uma ameaça inesperada ligada ao instável The Spot, divergências sobre regras, “canônicos” e o uso de poder dividem o grupo, forçando Miles a confrontar suas lealdades, crescer como herói e decidir entre proteger sua família e seguir sua própria moral, tudo embalado na ousada animação e narrativa visual do filme.",viaj multivers mil moral reencontr gwen stacy apresent impon spidersociety lider miguel oh spiderman 2099 cole pessoasaranh dimenso distint patrulh linh temp surg ameac inesper lig insta the spot divergenc sobr regr canon uso pod divid grup forc mil confront lealdad cresc hero decid proteg famil segu propr moral tud embal ous animaca narr visual film
Casablanca,1942,8.5,"Drama, Guerra, Romance",O proprietário cético de uma boate protege um antigo amor e seu marido dos nazistas no Marrocos.,proprietari cetic boat proteg antig am marid nazist marroc,Cluster 3,"No turbulento cenário do protetorado francês em Casablanca, o cínico e musculoso proprietário do clube Rick Blaine vê sua rotina abalada quando reencontra Ilsa Lund, um antigo amor, agora ao lado do líder da resistência tcheca, Victor Laszlo, que luta contra os nazistas; entre jazz, submundo de contrabando e a presença ambígua das autoridades Vichy, Rick enfrenta dilemas morais — e a chance de redenção — enquanto decisões sobre cartas de trânsito e sacrifícios pessoais culminam em um desfecho marcado por abnegação, romance perdido e coragem.",turbulent cenari protetor franc casablanc cinic muscul proprietari club rick blain ve rotin abal reencontr ils lund antig am agor lad lid resistenc tchec vic laszl lut contr nazist jazz submund contrab presenc ambigu autoridad vichy rick enfrent dilem moral chanc redenca enquant deciso sobr cart transit sacrifici pessoal culmin desfech marc abnegaca romanc perd corag
Cinema Paradiso,1988,8.5,"Drama, Romance","Um diretor de cinema lembra como, em sua infância, ele se apaixonou pelo cinema de sua cidade e iniciou uma profunda amizade com o projecionista.",dire cinem lembr infanc apaixon cinem cidad inici profund amizad proje,Cluster 1,"Emocionante e nostálgica, a história segue Salvatore ""Toto"", um menino de uma pequena cidade da Sicília pós‑guerra que se apaixona pelo cinema local e cria um laço paternal com Alfredo, o projecionista do Teatro Paradiso; entre aulas sobre a magia das imagens e brincadeiras na cabine, Toto descobre amor, frustrações e o poder das memoria—incluindo o famoso rolo de beijos censurados—enquanto Alfredo o guia até a vida adulta, incentivando-o a partir rumo a Roma; décadas depois, já diretor, Toto retorna para confrontar o passado, a perda e a força das lembranças.",emocion nostalg hist seg salvator tot menin pequen cidad sicil posguerr apaix cinem local cri lac patern alfred proje teatr paradis aul sobr mag imag brinc cabin tot descobr am frustraco pod memoriainclu fam rol beij censuradosenquant alfred gui ate vid adult incentivando part rum rom dec ja dire tot retorn confront pass perd forc lembranc
Intocáveis,2011,8.5,"Comédia, Drama","Depois de ficar tetraplégico num acidente, um aristocrata contrata um jovem de um bairro pobre para cuidar dele.",fic tetrapleg acid aristocrat contrat jov bairr pobr cuid,Cluster 1,"Após ficar tetraplégico num acidente, o aristocrata Philippe contrata Driss, um jovem impetuoso de um bairro pobre, para ser seu cuidador; a convivência improvável, repleta de humor e empatia, transforma suas vidas ao quebrar barreiras sociais e pessoais. Inspirado na história real de Philippe Pozzo di Borgo, o filme francês dirigido por Olivier Nakache e Éric Toledano (2011), estrelado por François Cluzet e Omar Sy, mistura com sensibilidade drama e comédia, explorando amizade, autoestima, reabilitação e o poder redentor do vínculo humano.",apo fic tetrapleg acid aristocrat philipp contrat dris jov impet bairr pobr cuid convivenc improva replet hum empat transform vid quebr barre soc pessoal inspir hist real philipp pozz di borg film franc dirig olivi nakach eric toled 2011 estrel francoil cluzet om sy mist sensibil dram comed explor amizad autoest reabilitaca pod reden vincul human
Os Suspeitos,1995,8.5,"Drama, Mistério","O único sobrevivente conta os torcidos eventos duma luta com pistolas num bote, quanfo cinco criminais eram levados pela polícia.",unic sobreviv cont torc event dum lut pistol bot quanf cinc crim lev polic,Cluster 1,"O único sobrevivente, Verbal Kint, narra a um agente federal como um grupo de cinco criminosos — recolhidos para um lineup — acabou envolvido numa sequência de golpes, traições e numa sangrenta troca de tiros num bote, tudo ligado à lenda do implacável criminoso Keyser Söze; a história, contada com artifícios e meias-verdades, transforma-se num jogo de manipulação que culmina num desfecho surpreendente, questionando a própria noção de verdade.",unic sobreviv verb kint narr agent feder grup cinc crimin recolh lineup acab envolv sequenc golp traico sangrent troc tir bot tud lig lend implaca crimin keys soz hist cont artifici meiasverdad transformas jog manipulaca culmin desfech surpreend question propr noca verdad
Alien - O 8º Passageiro,1979,8.5,Ficção científica,"Depois de investigar uma transmissão misteriosa de origem desconhecida, a tripulação de uma nave espacial comercial encontra uma forma de vida mortal.",investig transmissa misteri orig desconhec tripulaca nav espac comerc encontr form vid mort,Cluster 0,"Após interceptarem um sinal de socorro de origem desconhecida, a tripulação da vetusta cargueira comercial Nostromo aterrissa em um remoto satélite (LV-426) e desencadeia, sem querer, o renascimento de uma criatura alienígena mortal. Entre corredores claustrofóbicos e o design biomecânico de H.R. Giger, o grupo, liderado por Ellen Ripley (Sigourney Weaver), enfrenta uma ameaça implacável que caça um a um, transformando a missão de resgate em uma desesperada luta pela sobrevivência sob a direção tensa de Ridley Scott.",apo intercept sinal socorr orig desconhec tripulaca vetust cargu comerc nostr aterriss remot satelit lv426 desencade quer renasc criat alienigen mort corr claustrofob design biomecan hr gig grup lider ellen ripley sigourney weav enfrent ameac implaca cac transform missa resgat desesper lut sobrevivenc sob direca tens ridley scott
Tempos Modernos,1936,8.5,"Comédia, Drama, Romance",Um vagabundo luta para viver na sociedade industrial moderna com a ajuda de uma jovem.,vagabund lut viv sociedad industr modern ajud jov,Cluster 1,"Em Tempos Modernos (1936), Charles Chaplin dirige e interpreta o Vagabundo numa comédia dramática que satiriza a mecanização e a desumanização do trabalho na era industrial e na Grande Depressão; depois de cenas memoráveis na linha de montagem — incluindo a máquina alimentadora e o engarrafamento de parafusos — ele é preso e enfrenta desemprego, enquanto cria laços com a jovem Gamine (Paulette Goddard), uma órfã que o ajuda a sobreviver; misturando gags físicas, crítica social, expressão musical de Chaplin e um raro uso de som e fala não-verbal, o filme culmina numa nota de esperança quando os dois seguem juntos rumo ao futuro.",temp modern 1936 charl chaplin dirig interpret vagabund comed drama satiriz mecanizaca desumanizaca trabalh industr grand depressa cen memora linh mont inclu maquin aliment engarraf parafus pres enfrent desempreg enquant cri lac jov gamin paulett goddard orf ajud sobreviv mistur gag fisic crit soc expressa music chaplin rar uso som fal naoverb film culmin not esperanc doi segu junt rum futur
Janela Indiscreta,1954,8.5,"Drama, Mistério, Suspense",Um fotógrafo em uma cadeira de rodas espiona seus vizinhos pela janela de seu apartamento e está convencido de que um deles cometeu um assassinato.,fotograf cade rod espiã vi janel apart convenc comet assassinat,Cluster 2,"Sob a direção de Alfred Hitchcock, Janela Indiscreta acompanha L.B. ""Jeff"" Jefferies (James Stewart), um fotógrafo confinado a uma cadeira de rodas num apartamento que dá para um pátio em Manhattan; abrindo-se em longos e tensionados olhares sobre a vida alheia, seu passatempo de observar vizinhos torna-se obsessão quando passa a suspeitar que um deles, o comerciante Lars Thorwald, tenha assassinado a própria esposa. Entre a curiosidade dela Lisa (Grace Kelly), o ceticismo da enfermeira Stella e a trilha de Bernard Herrmann que acentua o suspense, o filme explora temas de voyeurismo, moralidade e as consequências perigosas de espiar a intimidade alheia, em uma narrativa adaptada do conto de Cornell Woolrich.",sob direca alfred hitchcock janel indiscret acompanh lb jeff jefferi jam stewart fotograf confin cade rod apart pati manhattan abrindos long tension olh sobr vid alhe passatemp observ vi tornas obsessa pass suspe comerci lar thorwald assassin propr esp curios lis grac kelly cetic enferm stell trilh bernard herrmann acentu suspens film expl tem voyeur moral consequenc perig espi intim alhe narr adapt cont cornell woolrich
Django Livre,2012,8.5,,"Com a ajuda de um caçador de recompensas alemão, um escravo libertado sai para resgatar sua esposa de um brutal dono de uma plantação no Mississipi.",ajud cac recompens alema escrav libert sai resgat esp brut don plantaca mississip,Cluster 1,"Com a ajuda do carismático e implacável caçador de recompensas alemão Dr. King Schultz, que o liberta, o escravo Django parte numa sangrenta jornada pelo Sul escravagista para reencontrar e resgatar sua esposa Broomhilda von Shaft das garras do sádico proprietário da plantação Candyland, Calvin Candie; entre emboscadas, negociações perigosas e confrontos brutais, a dupla explora a hipocrisia e a violência do sistema, num thriller western repleto de vingança, humor ácido e reviravoltas ao estilo singular de Quentin Tarantino.",ajud carisma implaca cac recompens alema dr king schultz libert escrav djang part sangrent jorn sul escravag reencontr resgat esp broomhild von shaft garr sadic proprietari plantaca candyland calvin candi embosc negociaco perig confront brut dupl expl hipocris violenc sistem thrill western replet vinganc hum acid reviravolt estil singul quentin tarantin
Era uma Vez no Oeste,1968,8.5,Drama,Um misterioso estranho se junta com um bandido para proteger a uma viúva.,misteri estranh junt band proteg viuv,Cluster 1,"No épico spaghetti western de Sergio Leone, ambientado no fim do século XIX, um enigmático homem conhecido como Harmonica (Charles Bronson) une-se ao fora da lei Cheyenne (Jason Robards) para proteger a viúva Jill McBain (Claudia Cardinale) — cujo rancho e futuro são cobiçados por interesses ferroviários e pelo implacável pistoleiro Frank (Henry Fonda) a serviço de um poderoso magnata — numa história de vingança, silêncio e tensão crescente, embaladas pela trilha inesquecível de Ennio Morricone e pela estética operística que redefine o gênero.",epic spaghett western sergi leon ambient fim secul xix enigma hom conhec harmon charl bronson unes lei cheyenn jason robard proteg viuv jill mcbain claud cardinal cuj ranch futur sao cobic inter ferroviari implaca pistol frank henry fond serv poder magnat hist vinganc silenci tensa cresc embal trilh inesqueci enni morricon este operis redefin gener
Luzes da Cidade,1931,8.5,"Comédia, Drama, Romance","Com a ajuda de um homem rico, bêbado e imprevisível, um vagabundo ingênuo que se apaixonou por uma florista cega tenta conseguir dinheiro para fornecer ajuda médica.",ajud hom ric beb imprevisi vagabund ingenu apaixon flor ceg tent consegu dinh fornec ajud medic,Cluster 1,"Em ""Luzes da Cidade"", Charles Chaplin — que assina roteiro, direção e a inesquecível atuação como o Vagabundo — conta, em tom cômico e comovente, a luta de um homem simples para conquistar o coração de uma florista cega (Virginia Cherrill) e assegurar recursos para sua operação; ajudado por um excêntrico milionário que só lhe é amável quando embriagado (Harry Myers), o Vagabundo atravessa uma série de episódios hilários e comoventes que misturam gags físicas, melodia envolvente e uma ternura dramática culminando num final profundamente tocante, símbolo da compaixão e sacrifício.",luz cidad charl chaplin assin rot direca inesqueci atuaca vagabund cont tom comic comov lut hom simpl conquist coraca flor ceg virgin cherrill assegur recurs operaca ajud excentr milionari so amavel embriag harry my vagabund atravess seri episodi hilari comov mistur gag fisic melod envolv tern drama culmin final profund toc simbol compaixa sacrifici
Apocalypse Now,1979,8.4,"Drama, Guerra, Mistério",Um oficial do exército dos Estados Unidos no Vietnã é encarregado de assassinar a um coronel que acredita ser um deus.,ofic exercit est unid vietn encarreg assassin coronel acredit deu,Cluster 3,"Um capitão americano traumatizado, Willard (Martin Sheen), recebe a missão secreta de seguir rio acima no Vietnã e eliminar o coronel Kurtz (Marlon Brando), um oficial renegado que criou um culto de seguidores e é visto por muitos como um deus; dirigido por Francis Ford Coppola e livremente inspirado em Heart of Darkness de Joseph Conrad, Apocalypse Now combina imagens oníricas, cenas icônicas (como o ataque ao som de ""Ride of the Valkyries"") e performances memoráveis — incluindo Robert Duvall como o impetuoso Coronel Kilgore — para explorar a loucura, a moral ambiguidade e o horror da guerra; o filme recebeu a Palma de Ouro de Cannes e reconhecimento pela fotografia de Vittorio Storaro.",capita americ traum willard martin sheen receb missa secret segu rio acim vietn elimin coronel kurtz marlon br ofic reneg cri cult segu vist muit deu dirig francil ford coppol livr inspir heart of darknes joseph conrad apocalyps now combin imag onir cen icon ataqu som rid of the valkyri performanc memora inclu robert duvall impet coronel kilgor explor louc moral ambigu horr guerr film receb palm our cann reconhec fotograf vittori storar
WALL·E,2008,8.4,"Animação, Aventura","Num futuro distante, um pequeno robô faz uma viagem que decidirá o destino da humanidade.",futur dist pequen rob faz viag decid destin human,Cluster 5,"No futuro, a Terra foi coberta por lixo e quase totalmente abandonada; restou apenas WALL·E (Waste Allocation Load Lifter Earth-Class), um robô compactador solitário que, ao longo de séculos, coleciona objetos humanos e desenvolve curiosidade e afeto. Quando encontra EVE, uma sond­a avançada enviada pela nave Axiom para procurar sinais de vida, WALL·E embarca numa aventura espacial para protegê‑la e seguir seu coração — e acaba revelando uma planta que pode salvar o planeta, confrontando a complacência da humanidade a bordo da Axiom, o autoritário piloto automático AUTO e inspirando o Capitão B. McCrea a lutar pelo retorno à Terra e pela responsabilidade ambiental.",futur terr cobert lix quas total abandon rest apen wall wast allocation load lift earthclas rob compact solitari long secul colec objet human desenvolv curios afet encontr eve sond avanc envi nav axiom procur sinal vid wall embarc avent espac protegel segu coraca acab revel plant pod salv planet confront complacenc human bord axiom autoritari pilot automa aut inspir capita b mccre lut retorn terr respons ambient
Amnésia,2000,8.4,"Drama, Mistério, Suspense",Um homem com perda da memória de curto prazo tenta investigar o homicídio da sua esposa.,hom perd memor curt praz tent investig homicidi esp,Cluster 2,"Leonard Shelby, um ex-investigador que sofre de amnésia anterógrada desde um ataque que matou sua esposa, tenta desesperadamente identificar e vingar o responsável pelo crime, um tal ""John G."" Incapaz de formar novas memórias, Leonard cria um sistema obsessivo de tatuagens, fotografias Polaroid e notas para registrar pistas e orientar suas ações, enquanto a narrativa fragmentada do filme — com cenas coloridas em ordem reversa intercaladas por sequências em preto e branco — revela gradualmente as manipulações, ambiguidades morais e as consequências de confiar na própria percepção quando a lembrança é efêmera.",leonard shelby exinvestig sofr amnes anterogr desd ataqu mat esp tent desesperad identific ving responsa crim tal john g incapaz form nov memor leonard cri sistem obsess tatu fotograf polaroid not registr pist orient aco enquant narr fragment film cen color ord revers intercal sequenc pret branc revel grad manipulaco ambigu moral consequenc confi propr percepca lembranc efem
Duna: Parte 2,2024,8.5,"Ação, Aventura, Drama, Ficção científica","Diante da difícil escolha entre o amor de sua vida e o destino do universo conhecido, Paul Atreides, agora ao lado de Chani e dos Fremen, dará tudo de si para evitar o futuro terrível que só ele pode prever.",di dificil escolh am vid destin univers conhec paul atreid agor lad chan fremen dar tud si evit futur terri so pod prev,Cluster 0,"Dividido entre o amor por Chani e a responsabilidade de salvar o universo conhecido, Paul Atreides une-se aos Fremen para consolidar seu poder em Arrakis, enfrentar inimigos antigos — incluindo a Casa Harkonnen e o Imperador — e confrontar as visões apocalípticas que o assombram; enquanto alianças são forjadas e traições se desenrolam, a luta pelo controle da especiaria, a sobrevivência ecológica do deserto e o peso do destino transformam-se em uma guerra épica que amplia os temas de profecia, política e sacrifício apresentados no primeiro filme.",divid am chan respons salv univers conhec paul atreid unes fremen consolid pod arrakil enfrent inimig antig inclu cas harkonnen imper confront viso apocalip assombr enquant alianc sao forj traico desenrol lut control especi sobrevivenc ecolog desert pes destin transformams guerr epic ampl tem profec poli sacrifici apresent prim film
Os Caçadores da Arca Perdida,1981,8.4,"Ação, Aventura","Em 1936 o archeologista e aventurero Indiana Jones é contratado pelo governo dos Estados Unidos para procurar pelo Pacto da Arca, antes que os nazis o tenham primeiro.",1936 archeolog aventurer indi jon contrat govern est unid procur pact arc ant nazil prim,Cluster 0,"Em 1936, o arqueólogo e professor aventureiro Indiana Jones é recrutado pelo governo dos EUA para localizar a Arca da Aliança antes que os nazistas — que acreditam poder usá‑la como arma sobrenatural — a encontrem; a busca o leva da remota Nepal, onde reencontra a obstinada Marion Ravenwood, a tumultuada sequência de fuga com boulder e perseguições por desertos e mercados exóticos, até o Cairo, onde seu rival René Belloq conspira com os nazis. Dirigido por Steven Spielberg, com trilha icônica de John Williams, o filme combina ação, mistério e humor enquanto culmina num confronto sobrenatural que prova o preço de revelar forças antigas.",1936 arqueolog profes aventur indi jon recrut govern eua local arc alianc ant nazist acredit pod usal arm sobrenat encontr busc lev remot nepal ond reencontr obstin marion ravenwood tumultu sequenc fug bould perseguico desert merc exo ate cair ond rival ren belloq consp nazil dirig steven spielberg trilh icon john will film combin aca misteri hum enquant culmin confront sobrenat prov prec revel forc antig
Vingadores: Guerra Infinita,2018,8.4,"Ação, Aventura, Ficção científica",Os Vingadores e seus aliados deverão sacrificar tudo em uma tentativa de derrotar o poderoso Thanos antes que sua explosão de devastação ponha fim ao universo.,ving ali devera sacrific tud tent derrot poder than ant explosa devastaca ponh fim univers,Cluster 0,"Quando o titã Thanos parte em uma cruzada para reunir as seis Joias do Infinito e impor sua visão brutal de equilíbrio ao universo, os Vingadores e seus aliados — de Nova York a Wakanda, passando por Titã e as profundezas do espaço — precisam unir forças com Guardiões da Galáxia, Doutor Estranho, Homem-Aranha e outros heróis fragmentados para impedir sua catástrofe iminente; em uma sequência de confrontos épicos e sacrifícios pessoais, a tensão cresce até um desfecho devastador que redefine tudo o que as equipes lutam para proteger.",tit than part cruz reun seil joi infinit imp visa brut equilibri univers ving ali nov york wakand pass tit profund espac precis unir forc guardio galax dou estranh homemaranh outr heroil fragment imped catastrof imin sequenc confront epic sacrifici pessoal tensa cresc ate desfech devast redefin tud equip lut proteg
A Vida dos Outros,2006,8.4,"Drama, Mistério, Suspense","Em 1984, em Berlim Oriental, um agente da polícia secreta que cuida de um escritor e sua mulher se vê cada vez mais absorvido em suas vidas.",1984 berlim orient agent polic secret cuid escri mulh ve cad vez absorv vid,Cluster 2,"Em 1984, na rigorosa Berlim Oriental, o meticuloso capitão da Stasi Gerd Wiesler (Ulrich Mühe) é encarregado de vigiar o renomado dramaturgo Georg Dreyman (Sebastian Koch) e sua parceira, a atriz Christa-Maria Sieland (Martina Gedeck); a missão, ordenada por altos funcionários do partido, transforma-se numa implacável lição sobre poder, arte e consciência quando Wiesler, confrontado com a intimidade e a humanidade que observa, começa a proteger secretamente o casal, arriscando sua carreira e sua lealdade ao estado. Dirigido por Florian Henckel von Donnersmarck, o filme premiado com o Oscar de Melhor Filme Estrangeiro explora vigilância, redenção e o efeito libertador da criação artística.",1984 rigor berlim orient meticul capita stas gerd wiesl ulrich muh encarreg vigi renom dramaturg georg dreyman sebastian koch parc atriz christam sieland martin gedeck missa orden alt funcionari part transformas implaca lica sobr pod art conscienc wiesl confront intim human observ comec proteg secret casal arrisc carr lealdad est dirig florian henckel von donnersmarck film premi osc melhor film estrang expl vigilanc redenca efeit libert criaca artis
Crepúsculo dos Deuses,1950,8.4,Drama,Um roteirista estabelece uma relação com uma fracasada estrela de cinema que quer voltar aos filmes.,roteir estabelec relaca fracas estrel cinem qu volt film,Cluster 1,"Um roteirista endividado, Joe Gillis, refugia-se na mansão decadente da ex-estrela do cinema mudo Norma Desmond, cuja vida se mantém presa ao passado e ao sonho de um grande retorno às telas; entre manipulação, luxúria e delírio, nasce uma relação ambígua que arrasta os dois para um trágico desfecho. Dirigido por Billy Wilder e estrelado por Gloria Swanson e William Holden, o filme é um verdadeiro noir sobre a crueldade de Hollywood, a obsolescência das estrelas e o preço da fama, culminando em uma das cenas finais mais icônicas do cinema.",roteir endivid joe gillil refugias mansa decad exestrel cinem mud norm desmond cuj vid mant pres pass sonh grand retorn tel manipulaca luxur deliri nasc relaca ambigu arrast doi trag desfech dirig billy wild estrel glor swanson will holden film verd noir sobr crueldad hollywood obsolescenc estrel prec fam culmin cen final icon cinem
Homem-Aranha: No Aranhaverso,2018,8.4,Ação,O adolescente Miles Morales se torna o Homem-Aranha de seu universo e deve se juntar a cinco indivíduos com poderes de aranha de outras dimensões para impedir uma ameaça para todas as realidades.,adolesc mil moral torn homemaranh univers dev junt cinc individu pod aranh outr dimenso imped ameac tod real,Cluster 0,"Quando o jovem Miles Morales, um estudante do Brooklyn dividido entre família, escola e identidade, é picado por uma aranha radioativa e assume o manto do Homem-Aranha de seu universo, ele vê sua vida virar de cabeça para baixo: após a morte de um Peter Parker de outra realidade, Miles se une a um grupo improvável de heróis aranha — o veterano e desiludido Peter B. Parker, Gwen Stacy/Spider-Woman, o sombrio Spider-Man Noir, a enérgica Peni Parker e o cartunesco Spider-Ham — para impedir que o poderoso Wilson Fisk (Kingpin) ative uma máquina dimensional que ameaça colapsar todas as realidades; entre ação inventiva e uma animação revolucionária, Miles precisa aprender o que significa ser herói, reconciliar suas responsabilidades familiares e aceitar seu próprio estilo único de coragem.",jov mil moral estud brooklyn divid famil escol ident pic aranh radio assum mant homemaranh univers ve vid vir cabec baix apo mort pet park outr real mil une grup improva heroil aranh veter desilud pet b park gwen stacyspiderwoman sombri spiderman noir energ pen park cartun spiderh imped poder wilson fisk kingpin ativ maquin dimens ameac colaps tod real aca inven animaca revolucion mil precis aprend signif hero reconcili respons famili aceit propri estil unic corag
Testemunha de Acusação,1957,8.4,"Drama, Mistério, Suspense",Um veterano advogado britânico deve defender seu cliente em um julgamento de assassinato que tem surpresa após surpresa.,veter advog britan dev defend client julg assassinat surpr apo surpr,Cluster 2,"Em Londres, um veterano e brilhante advogado britânico, Sir Wilfrid Robarts, é chamado para defender Leonard Vole, acusado do assassinato de uma rica viúva cujo testamento o favorecia; no centro do caso está Christine, mulher enigmática cuja testemunha muda o rumo do julgamento. Dirigido por Billy Wilder e baseado na peça de Agatha Christie, o filme reúne atuações marcantes de Charles Laughton, Marlene Dietrich e Tyrone Power, e constrói um crescente suspense jurídico repleto de reviravoltas e estratégias legais que desafiam a verdade.",londr veter brilh advog britan sir wilfrid robart cham defend leonard vol acus assassinat ric viuv cuj test favorec centr cas christin mulh enigma cuj testemunh mud rum julg dirig billy wild base pec agath christi film reun atuaco marc charl laughton marlen dietrich tyron pow constro cresc suspens jurid replet reviravolt estrateg legal desaf verdad
Glória Feita de Sangue,1957,8.4,"Drama, Guerra","Depois de se recusar a atacar uma posição inimiga, um general acusa os soldados da covardia e seu comandante deve defendê-los.",recus atac posica inimig gener acus sold covard comand dev defendel,Cluster 3,"Após se recusar a cumprir uma ordem de atacar uma posição inimiga, um general acusa seus homens de covardia, instalando tensão no alto comando; seu comandante, dividido entre a disciplina militar e a justiça para com seus soldados, precisa defendê-los enquanto lida com as consequências morais e práticas da insubordinação. O conflito expõe dilemas sobre dever, honra e responsabilidade num cenário de guerra, onde decisões individuais têm peso coletivo.",apo recus cumpr ord atac posica inimig gener acus hom covard instal tensa alt com comand divid disciplin milit jus sold precis defendel enquant lid consequenc moral pra insubordinaca conflit expo dilem sobr dev honr respons cenari guerr ond deciso individ pes cole
